Идентификатор рейса,Количество BSM в данном рейсе
8664669.0,23
8664671.0,89
8664672.0,90
8664674.0,118
8664678.0,304
8664680.0,33
8664681.0,33
8664682.0,45
8664685.0,28
8664686.0,42
8664687.0,33
8664689.0,43
8664691.0,105
8664693.0,46
8664696.0,28
8664697.0,74
8664698.0,36
8664699.0,222
8664704.0,45
8664705.0,39
8664706.0,138
8664707.0,23
8664709.0,59
8664710.0,25
8664713.0,247
8664717.0,158
8664719.0,59
8664722.0,46
8664725.0,112
8664726.0,26
8664727.0,29
8664728.0,120
8664735.0,62
8664737.0,65
8664741.0,46
8664745.0,83
8664747.0,117
8664748.0,53
8664750.0,29
8664822.0,85
8664824.0,60
8664825.0,74
8664826.0,104
8664832.0,114
8664834.0,49
8664835.0,80
8664837.0,49
8664838.0,37
8664839.0,70
8664842.0,29
8664845.0,75
8664847.0,53
8664850.0,51
8664853.0,181
8664857.0,55
8664858.0,59
8664864.0,37
8664865.0,57
8664866.0,41
8664867.0,56
8664869.0,50
8664871.0,55
8664872.0,76
8664873.0,55
8664876.0,76
8664878.0,46
8664881.0,33
8664885.0,82
8664887.0,417
8664889.0,57
8664890.0,121
8664891.0,41
8664893.0,82
8664894.0,78
8664895.0,95
8664898.0,56
8664899.0,64
8664901.0,62
8664902.0,62
8664907.0,372
8664910.0,26
8664911.0,202
8664912.0,178
8664913.0,309
8664914.0,75
8664917.0,39
8664918.0,31
8664921.0,238
8664922.0,71
8664923.0,73
8664925.0,56
8664929.0,60
8664931.0,51
8664934.0,41
8664935.0,45
8664936.0,69
8664939.0,59
8664944.0,79
8664945.0,64
8664948.0,53
8664957.0,304
8664960.0,128
8664961.0,121
8664965.0,225
8664967.0,45
8664969.0,31
8664971.0,112
8664973.0,72
8664974.0,56
8664980.0,27
8664981.0,245
8664982.0,116
8664984.0,238
8664987.0,53
8664988.0,43
8664992.0,29
8664995.0,62
8664996.0,50
8664999.0,48
8665001.0,36
8665005.0,195
8665008.0,62
8665012.0,31
8665014.0,251
8665016.0,59
8665017.0,27
8665018.0,39
8665020.0,192
8665024.0,397
8665025.0,40
8665026.0,65
8665028.0,210
8665031.0,55
8665034.0,254
8665038.0,104
8665039.0,399
8665041.0,145
8665042.0,158
8665044.0,373
8665047.0,95
8665049.0,224
8665052.0,54
8665053.0,40
8665054.0,70
8665056.0,71
8665057.0,83
8665060.0,57
8665062.0,89
8665063.0,82
8665064.0,77
8665065.0,49
8665074.0,33
8665075.0,87
8665078.0,325
8665079.0,28
8665080.0,68
8665085.0,261
8665086.0,92
8665088.0,64
8665092.0,38
8665094.0,52
8665097.0,183
8665098.0,83
8665100.0,65
8665103.0,22
8665106.0,58
8665110.0,63
8665112.0,37
8665114.0,238
8665117.0,391
8665118.0,50
8665119.0,41
8665121.0,42
8665123.0,44
8665126.0,58
8665127.0,32
8665129.0,196
8665131.0,24
8665132.0,30
8665134.0,190
8665138.0,78
8665139.0,77
8665144.0,72
8665145.0,43
8665149.0,325
8665150.0,45
8665153.0,30
8665154.0,56
8665159.0,44
8665164.0,35
8665166.0,70
8665167.0,89
8665169.0,41
8665170.0,26
8665173.0,61
8665174.0,61
8665177.0,32
8665179.0,61
8665180.0,53
8665181.0,64
8665184.0,44
8665185.0,53
8665187.0,65
8666289.0,50
8668271.0,56
8674036.0,56
8665513.0,70
8665514.0,67
8665515.0,87
8665516.0,23
8665518.0,60
8665520.0,55
8665523.0,50
8665524.0,77
8665526.0,125
8665527.0,39
8665530.0,50
8665533.0,43
8665534.0,23
8665536.0,66
8665537.0,54
8665538.0,13
8665539.0,44
8665540.0,32
8665541.0,49
8665545.0,22
8665552.0,30
8665554.0,54
8665555.0,188
8665557.0,92
8665559.0,216
8665561.0,88
8665562.0,253
8665563.0,81
8665565.0,55
8665568.0,35
8665569.0,42
8665570.0,75
8665571.0,224
8665573.0,31
8665574.0,80
8665575.0,48
8665577.0,45
8665578.0,13
8665579.0,54
8665581.0,50
8665582.0,59
8665584.0,32
8665585.0,127
8665586.0,82
8665588.0,54
8665589.0,68
8665591.0,62
8665593.0,53
8665594.0,67
8665595.0,59
8657573.0,175
8657574.0,48
8657579.0,77
8657581.0,51
8657582.0,263
8657583.0,74
8657584.0,74
8657586.0,49
8657587.0,229
8657589.0,48
8657590.0,114
8657591.0,89
8657593.0,37
8657594.0,39
8657596.0,36
8657597.0,41
8657598.0,395
8657599.0,25
8657600.0,102
8657601.0,30
8657602.0,234
8657605.0,39
8657606.0,40
8657610.0,65
8657611.0,163
8657613.0,73
8657614.0,99
8657619.0,201
8665598.0,48
8657620.0,52
8657622.0,33
8657623.0,33
8665599.0,42
8657624.0,71
8657625.0,59
8657630.0,47
8657631.0,37
8657632.0,35
8657634.0,41
8657635.0,58
8657638.0,61
8657639.0,71
8657640.0,105
8657642.0,84
8657643.0,195
8657645.0,151
8657651.0,148
8657654.0,76
8657659.0,79
8657660.0,33
8657663.0,134
8657667.0,40
8657668.0,10
8657671.0,53
8657672.0,48
8657676.0,66
8657678.0,69
8657679.0,25
8657680.0,38
8657684.0,53
8657690.0,29
8657692.0,104
8657693.0,37
8657694.0,37
8657696.0,37
8657697.0,76
8657698.0,40
8657700.0,14
8657701.0,25
8657702.0,55
8657703.0,63
8657707.0,37
8657708.0,61
8657710.0,106
8657712.0,47
8657715.0,43
8657716.0,80
8657717.0,42
8657722.0,49
8657723.0,43
8657725.0,55
8657726.0,117
8657727.0,70
8657729.0,86
8657731.0,33
8657734.0,211
8657737.0,58
8657739.0,97
8657741.0,95
8657742.0,110
8657743.0,75
8657744.0,61
8657745.0,20
8657747.0,111
8657748.0,74
8657750.0,86
8657751.0,62
8657753.0,63
8657755.0,247
8657757.0,39
8657760.0,52
8657761.0,26
8657762.0,47
8657765.0,49
8657766.0,10
8657768.0,97
8657769.0,60
8657771.0,43
8657773.0,56
8657775.0,15
8657782.0,13
8657783.0,63
8657784.0,96
8657786.0,62
8657787.0,100
8657789.0,231
8657791.0,95
8657793.0,101
8657794.0,153
8657796.0,77
8657799.0,86
8657801.0,53
8657802.0,70
8657804.0,43
8657805.0,54
8657806.0,64
8657808.0,62
8657809.0,54
8657810.0,26
8657811.0,65
8657813.0,47
8657815.0,196
8657816.0,50
8657817.0,85
8657818.0,81
8657819.0,29
8657822.0,74
8657823.0,45
8657824.0,171
8657828.0,89
8657829.0,51
8657831.0,81
8657832.0,49
8657833.0,61
8657834.0,71
8657837.0,62
8657838.0,186
8657840.0,29
8657842.0,70
8657843.0,87
8657844.0,131
8657846.0,30
8657848.0,109
8657849.0,115
8657852.0,332
8657854.0,137
8657856.0,34
8657858.0,40
8657860.0,49
8657862.0,83
8657863.0,46
8657864.0,85
8657866.0,50
8657868.0,60
8657870.0,99
8657873.0,23
8657874.0,82
8657875.0,147
8657876.0,54
8657881.0,65
8657882.0,21
8657883.0,73
8657884.0,125
8657887.0,57
8657888.0,27
8657890.0,285
8657893.0,60
8657894.0,151
8657898.0,46
8657902.0,32
8657903.0,134
8657905.0,59
8657906.0,121
8657912.0,72
8657914.0,80
8657916.0,73
8657920.0,165
8657923.0,98
8657925.0,30
8657926.0,90
8657928.0,59
8657931.0,67
8657935.0,46
8657938.0,89
8657948.0,84
8657949.0,88
8657950.0,28
8657952.0,339
8657954.0,39
8657957.0,138
8657959.0,66
8657961.0,53
8657962.0,158
8657963.0,107
8657966.0,45
8657969.0,65
8657971.0,36
8657973.0,51
8657975.0,70
8657976.0,31
8657979.0,89
8657982.0,62
8657983.0,94
8657985.0,40
8657986.0,58
8657987.0,74
8657988.0,75
8657991.0,52
8665600.0,70
8657993.0,97
8657997.0,45
8657998.0,90
8657999.0,135
8658000.0,87
8658001.0,65
8658008.0,116
8658010.0,85
8658011.0,66
8658013.0,90
8658014.0,33
8658015.0,51
8658017.0,25
8658019.0,52
8658021.0,85
8658025.0,73
8658029.0,58
8658030.0,278
8658035.0,60
8658037.0,60
8665607.0,78
8658041.0,41
8658042.0,46
8658045.0,48
8658046.0,55
8658047.0,62
8658048.0,56
8658049.0,65
8658053.0,92
8658054.0,45
8658056.0,32
8658061.0,116
8658062.0,410
8658066.0,42
8658067.0,64
8658068.0,136
8658069.0,99
8658070.0,94
8658071.0,103
8658072.0,57
8658073.0,64
8658076.0,75
8658079.0,69
8658082.0,402
8658084.0,220
8658085.0,25
8658088.0,324
8658089.0,92
8658091.0,42
8665608.0,59
8658093.0,97
8658095.0,55
8658096.0,238
8658098.0,15
8658101.0,94
8658102.0,94
8658105.0,166
8658109.0,55
8658110.0,79
8658111.0,51
8658113.0,86
8658114.0,58
8658116.0,45
8658118.0,76
8658121.0,62
8658124.0,70
8658130.0,319
8658133.0,128
8658136.0,102
8658138.0,251
8658139.0,50
8658144.0,26
8658146.0,66
8658147.0,61
8658150.0,115
8658155.0,29
8658156.0,209
8658157.0,135
8658160.0,250
8658162.0,54
8658163.0,25
8658164.0,43
8658169.0,72
8658172.0,67
8658173.0,46
8658175.0,49
8658180.0,115
8658183.0,12
8658184.0,53
8665610.0,121
8658189.0,71
8658190.0,244
8658193.0,17
8658194.0,42
8658196.0,208
8658199.0,62
8658200.0,379
8658201.0,37
8658204.0,205
8658208.0,63
8658211.0,243
8658213.0,436
8658214.0,123
8658216.0,185
8658218.0,101
8658220.0,346
8658221.0,155
8658224.0,251
8658226.0,55
8658228.0,35
8658230.0,87
8658231.0,63
8658232.0,81
8658234.0,58
8658236.0,95
8658240.0,108
8658241.0,64
8658242.0,92
8658249.0,37
8658250.0,323
8658252.0,94
8658257.0,24
8658258.0,54
8658259.0,90
8658260.0,248
8658262.0,71
8658270.0,56
8658271.0,53
8658273.0,187
8658274.0,67
8658276.0,40
8658279.0,304
8658280.0,-2
8658286.0,63
8658287.0,62
8658288.0,38
8658292.0,219
8658293.0,402
8658295.0,40
8658296.0,36
8658297.0,57
8658298.0,43
8658303.0,62
8658305.0,39
8658306.0,-5
8658307.0,190
8658310.0,203
8658311.0,5
8658315.0,75
8658316.0,69
8658319.0,71
8658323.0,52
8658326.0,277
8658327.0,55
8658332.0,55
8658335.0,49
8658342.0,38
8658344.0,59
8658346.0,80
8658347.0,49
8658351.0,63
8658353.0,76
8658354.0,68
8658355.0,32
8658357.0,62
8658359.0,51
8658361.0,55
8658362.0,58
8658364.0,60
8658506.0,52
8658509.0,38
8658510.0,80
8658512.0,76
8658513.0,72
8658514.0,78
8658515.0,52
8658516.0,47
8658517.0,224
8658519.0,94
8658521.0,38
8658522.0,41
8658526.0,45
8658527.0,39
8658528.0,31
8658529.0,106
8658532.0,35
8658534.0,233
8658535.0,39
8658537.0,107
8658539.0,53
8658540.0,143
8658541.0,79
8658542.0,210
8658543.0,66
8658547.0,258
8658549.0,65
8658550.0,36
8658552.0,36
8658553.0,64
8658559.0,40
8658560.0,46
8658561.0,37
8658563.0,49
8658564.0,54
8658565.0,141
8658566.0,70
8658568.0,103
8658570.0,58
8658571.0,195
8658574.0,146
8658575.0,289
8658577.0,125
8658579.0,136
8658583.0,69
8658588.0,58
8658589.0,32
8658595.0,120
8658598.0,13
8658599.0,38
8658603.0,56
8658605.0,30
8658609.0,64
8658610.0,63
8658613.0,35
8658616.0,33
8658619.0,45
8658623.0,30
8665612.0,23
8658624.0,103
8658625.0,35
8658627.0,203
8658629.0,29
8658632.0,45
8658633.0,33
8658634.0,17
8658635.0,29
8658636.0,50
8658637.0,62
8658640.0,60
8658642.0,33
8658644.0,93
8658648.0,81
8658649.0,43
8658651.0,53
8658653.0,43
8658657.0,67
8658660.0,122
8658662.0,80
8658664.0,33
8658665.0,63
8658667.0,54
8658669.0,182
8658671.0,109
8658672.0,152
8658673.0,74
8658674.0,73
8658675.0,71
8658676.0,82
8658678.0,32
8658680.0,58
8658682.0,64
8658684.0,58
8658686.0,80
8658687.0,53
8658690.0,65
8658691.0,133
8658693.0,28
8658695.0,28
8658697.0,67
8658698.0,18
8658699.0,59
8658701.0,52
8658702.0,40
8658704.0,46
8658705.0,27
8658713.0,61
8658715.0,27
8658716.0,79
8658718.0,97
8658719.0,216
8658721.0,94
8658722.0,247
8658726.0,79
8658727.0,63
8658729.0,47
8658730.0,40
8658731.0,82
8658732.0,36
8658734.0,63
8658736.0,48
8658737.0,60
8658738.0,20
8658739.0,58
8658741.0,50
8658742.0,63
8658743.0,32
8658744.0,139
8658747.0,84
8658748.0,51
8658749.0,67
8658751.0,75
8658755.0,52
8658756.0,71
8658757.0,82
8658760.0,53
8658761.0,50
8658762.0,68
8658764.0,180
8658767.0,61
8658768.0,85
8658772.0,123
8658774.0,142
8658775.0,32
8658777.0,102
8658778.0,102
8658779.0,124
8658781.0,45
8658782.0,44
8658785.0,49
8658787.0,51
8658788.0,50
8658791.0,45
8658792.0,46
8658793.0,71
8658794.0,102
8658796.0,161
8658797.0,73
8658799.0,31
8658800.0,431
8658803.0,239
8658804.0,196
8658805.0,49
8658809.0,58
8658811.0,31
8658812.0,61
8658814.0,33
8658817.0,255
8658818.0,88
8658820.0,50
8658824.0,63
8658825.0,49
8658828.0,31
8658831.0,123
8658832.0,67
8658833.0,37
8658835.0,434
8658838.0,81
8658840.0,71
8658845.0,64
8658849.0,104
8658850.0,94
8658852.0,35
8658857.0,65
8658861.0,87
8658863.0,34
8658873.0,30
8658875.0,86
8658877.0,136
8658878.0,40
8658881.0,79
8658883.0,56
8658885.0,37
8658886.0,44
8658889.0,58
8658890.0,41
8658892.0,85
8658893.0,44
8658894.0,66
8658898.0,37
8658900.0,61
8658904.0,90
8658905.0,71
8658906.0,90
8658907.0,60
8658908.0,68
8658909.0,59
8658911.0,73
8658912.0,49
8658915.0,103
8658919.0,47
8658921.0,73
8658922.0,147
8658924.0,66
8658926.0,96
8658932.0,68
8658933.0,84
8658935.0,122
8658937.0,40
8658938.0,86
8658939.0,50
8658941.0,37
8658944.0,60
8658945.0,88
8658947.0,58
8658953.0,56
8658954.0,221
8658957.0,63
8658961.0,43
8658963.0,58
8658964.0,47
8658966.0,45
8658967.0,59
8658968.0,109
8658970.0,64
8658975.0,71
8658978.0,48
8658979.0,38
8658984.0,48
8658985.0,423
8658988.0,48
8658989.0,64
8658991.0,113
8658994.0,100
8658995.0,88
8658996.0,120
8658998.0,66
8658999.0,41
8659001.0,55
8659004.0,403
8659008.0,28
8659011.0,213
8659012.0,318
8659013.0,55
8659014.0,90
8659016.0,80
8659018.0,69
8659021.0,26
8659023.0,76
8659024.0,84
8659026.0,132
8659028.0,66
8659032.0,64
8659033.0,54
8659037.0,74
8659038.0,55
8659040.0,48
8659042.0,59
8659044.0,75
8659047.0,60
8659051.0,60
8659055.0,69
8659059.0,310
8659062.0,262
8659067.0,228
8659068.0,49
8659069.0,118
8659071.0,26
8665613.0,126
8659072.0,75
8659074.0,170
8665615.0,88
8659076.0,74
8659078.0,36
8659079.0,233
8659082.0,236
8659085.0,40
8659086.0,59
8659087.0,39
8659089.0,102
8659091.0,29
8659092.0,115
8659095.0,63
8659097.0,26
8659099.0,46
8659102.0,43
8659107.0,230
8659109.0,32
8659113.0,63
8665616.0,121
8659114.0,75
8659115.0,43
8659117.0,26
8659118.0,188
8659120.0,400
8659123.0,45
8659124.0,69
8659125.0,203
8659129.0,50
8659131.0,86
8659132.0,110
8659134.0,428
8659135.0,238
8659137.0,241
8659139.0,133
8659140.0,375
8659143.0,55
8659144.0,50
8659146.0,49
8659149.0,82
8659151.0,52
8659152.0,50
8659153.0,180
8659155.0,86
8659156.0,118
8659157.0,82
8659159.0,55
8659163.0,31
8659166.0,330
8659170.0,93
8665617.0,99
8659172.0,33
8659174.0,50
8659178.0,90
8659181.0,253
8659183.0,64
8659186.0,258
8659187.0,41
8665619.0,54
8659189.0,56
8659194.0,79
8659195.0,65
8659200.0,160
8659201.0,12
8659204.0,87
8659205.0,66
8659207.0,51
8659212.0,40
8659215.0,401
8659216.0,52
8659217.0,40
8659219.0,84
8659220.0,49
8659221.0,41
8659227.0,29
8659228.0,60
8659230.0,10
8659231.0,156
8659234.0,26
8659235.0,198
8659239.0,79
8659242.0,26
8659243.0,76
8659248.0,75
8659249.0,51
8665622.0,34
8659252.0,411
8659255.0,295
8659258.0,50
8659261.0,64
8659265.0,289
8659266.0,50
8659268.0,36
8659271.0,76
8659273.0,85
8659274.0,41
8659279.0,46
8659281.0,72
8659283.0,19
8659285.0,30
8659288.0,67
8659289.0,50
8659292.0,53
8665623.0,29
8665624.0,45
8665625.0,45
8665628.0,33
8665630.0,43
8665631.0,43
8665632.0,156
8665633.0,104
8665635.0,28
8665638.0,345
8665639.0,74
8665641.0,35
8665642.0,240
8665644.0,219
8665649.0,45
8665650.0,43
8665651.0,24
8665652.0,58
8665655.0,26
8665657.0,247
8665658.0,51
8665661.0,61
8665663.0,53
8665667.0,46
8665668.0,26
8665669.0,56
8665670.0,118
8665671.0,29
8665676.0,79
8665678.0,437
8665679.0,61
8665682.0,85
8665687.0,116
8665689.0,82
8665692.0,29
8665697.0,59
8665701.0,26
8665702.0,61
8665712.0,22
8665713.0,77
8665717.0,118
8665721.0,31
8665772.0,113
8665774.0,48
8665775.0,78
8665777.0,81
8665778.0,45
8665779.0,37
8665781.0,30
8665784.0,61
8665787.0,60
8665790.0,51
8665794.0,55
8665795.0,180
8665798.0,59
8665801.0,57
8665803.0,18
8665806.0,41
8665808.0,56
8665809.0,50
8665811.0,74
8665812.0,55
8665818.0,75
8665819.0,45
8665822.0,34
8665825.0,50
8665828.0,417
8665829.0,57
8665830.0,80
8665833.0,41
8665835.0,107
8665836.0,78
8665837.0,82
8665839.0,63
8665840.0,36
8665841.0,62
8665845.0,372
8665849.0,27
8665852.0,201
8665853.0,309
8665854.0,53
8665856.0,91
8665857.0,68
8665858.0,32
8665862.0,71
8665864.0,72
8665867.0,55
8665871.0,76
8665872.0,75
8665873.0,51
8665875.0,49
8665879.0,39
8665880.0,69
8665881.0,59
8665887.0,64
8665889.0,79
8665892.0,59
8665897.0,73
8665901.0,305
8665904.0,256
8665909.0,45
8665910.0,111
8665913.0,71
8665914.0,24
8665915.0,164
8665917.0,77
8665919.0,28
8665921.0,244
8665924.0,237
8665926.0,53
8665927.0,32
8665928.0,44
8665929.0,29
8665930.0,175
8665933.0,62
8665935.0,163
8665939.0,48
8665940.0,51
8665942.0,35
8665949.0,243
8665951.0,31
8665954.0,60
8665955.0,58
8665956.0,27
8665958.0,40
8665960.0,192
8665963.0,398
8665964.0,40
8665965.0,65
8665966.0,208
8665969.0,100
8665970.0,55
8665974.0,98
8665976.0,222
8665977.0,399
8665978.0,226
8665980.0,373
8665981.0,91
8665984.0,40
8665985.0,25
8665987.0,54
8665989.0,66
8665991.0,45
8665992.0,57
8665995.0,88
8665996.0,173
8665998.0,49
8666000.0,81
8666001.0,78
8666005.0,34
8666009.0,87
8666011.0,326
8666015.0,47
8666017.0,28
8666019.0,92
8666024.0,64
8666025.0,277
8666026.0,253
8666028.0,53
8666030.0,38
8666034.0,83
8666038.0,49
8666041.0,154
8666044.0,22
8666045.0,82
8666046.0,63
8666048.0,58
8666050.0,37
8666056.0,392
8666057.0,41
8666059.0,49
8666060.0,70
8666062.0,44
8666064.0,42
8666068.0,57
8666070.0,31
8666071.0,123
8666074.0,24
8666076.0,188
8666078.0,31
8666082.0,32
8666084.0,78
8666085.0,68
8666089.0,71
8666092.0,43
8666093.0,345
8666095.0,316
8666098.0,45
8666102.0,31
8666103.0,55
8666106.0,296
8666107.0,45
8666109.0,36
8666115.0,38
8666116.0,90
8666117.0,41
8666119.0,27
8666122.0,61
8666124.0,62
8666127.0,32
8666128.0,70
8666130.0,64
8666132.0,53
8666134.0,64
8666135.0,50
8666136.0,53
8666137.0,45
8666291.0,83
8668273.0,56
8670239.0,43
8680790.0,79
8677214.0,53
8677216.0,75
8666678.0,129
8666681.0,32
8666682.0,56
8666684.0,287
8666685.0,47
8666687.0,41
8666688.0,48
8666689.0,28
8666690.0,35
8666693.0,54
8666694.0,42
8666695.0,80
8659295.0,44
8659296.0,58
8659297.0,69
8666697.0,74
8659464.0,37
8659465.0,-5
8659470.0,38
8659471.0,19
8659482.0,52
8659488.0,81
8659489.0,29
8659491.0,76
8659492.0,77
8659493.0,50
8659495.0,219
8659496.0,50
8659497.0,109
8666698.0,38
8659498.0,90
8659500.0,39
8659502.0,39
8659503.0,46
8659504.0,38
8659505.0,56
8659506.0,34
8659507.0,107
8666700.0,65
8659509.0,231
8659510.0,37
8659512.0,37
8659513.0,144
8659514.0,83
8659515.0,90
8659516.0,57
8659521.0,149
8659522.0,73
8659523.0,168
8659524.0,35
8659525.0,36
8659526.0,80
8659530.0,44
8659531.0,38
8659532.0,41
8659535.0,171
8659536.0,51
8659537.0,48
8659538.0,67
8659539.0,170
8666701.0,32
8659540.0,106
8666704.0,103
8659543.0,88
8659546.0,148
8666708.0,79
8659547.0,84
8659548.0,147
8659552.0,85
8659555.0,60
8659560.0,45
8659561.0,31
8659563.0,116
8659568.0,12
8659570.0,45
8659571.0,32
8659575.0,47
8659579.0,65
8659581.0,63
8659582.0,203
8659585.0,29
8659587.0,30
8659589.0,22
8659591.0,43
8659593.0,25
8659596.0,32
8659597.0,106
8659601.0,95
8659602.0,53
8659604.0,37
8659605.0,14
8659606.0,27
8659607.0,48
8659611.0,33
8659612.0,48
8659613.0,43
8659614.0,90
8659617.0,42
8659620.0,42
8659621.0,54
8659623.0,38
8659626.0,46
8659628.0,43
8659629.0,118
8659630.0,67
8659635.0,33
8659636.0,78
8659637.0,52
8659639.0,61
8659640.0,181
8659641.0,243
8659642.0,110
8659644.0,99
8659645.0,73
8659646.0,90
8666709.0,57
8666713.0,49
8666714.0,48
8659649.0,68
8659650.0,72
8659651.0,70
8659653.0,178
8659655.0,62
8666717.0,79
8659658.0,53
8659659.0,17
8659660.0,41
8659663.0,52
8659664.0,43
8659666.0,25
8666718.0,63
8659670.0,58
8659671.0,16
8659675.0,38
8659676.0,45
8659677.0,50
8659678.0,24
8659687.0,22
8659688.0,219
8659689.0,60
8659691.0,73
8659692.0,120
8659694.0,98
8659696.0,139
8659698.0,90
8659699.0,78
8659701.0,348
8659702.0,80
8659704.0,71
8659705.0,58
8659706.0,37
8659707.0,54
8659708.0,77
8659710.0,33
8659711.0,52
8659713.0,46
8659715.0,17
8659716.0,55
8659717.0,63
8659718.0,57
8659719.0,27
8659720.0,81
8659722.0,123
8659725.0,274
8659726.0,57
8659727.0,71
8659730.0,68
8659732.0,84
8659733.0,54
8659734.0,49
8659736.0,51
8659738.0,61
8659739.0,43
8659741.0,83
8659742.0,59
8659744.0,33
8659747.0,116
8659748.0,28
8659750.0,94
8659751.0,122
8659752.0,98
8659757.0,68
8659758.0,41
8659760.0,47
8659761.0,49
8659762.0,39
8659764.0,44
8659765.0,41
8659767.0,56
8659769.0,103
8659771.0,30
8659772.0,71
8659775.0,36
8659777.0,223
8659783.0,52
8659784.0,28
8659786.0,61
8659787.0,31
8659789.0,249
8666722.0,56
8659792.0,155
8659793.0,60
8659799.0,49
8659800.0,28
8659801.0,90
8659802.0,30
8659804.0,118
8659808.0,90
8659811.0,69
8659812.0,80
8659816.0,90
8659820.0,88
8659821.0,111
8659825.0,31
8659829.0,151
8659832.0,60
8659836.0,62
8659837.0,29
8659849.0,25
8659851.0,76
8659854.0,143
8659858.0,36
8659860.0,57
8659861.0,32
8659862.0,45
8659864.0,51
8659866.0,41
8659867.0,33
8659868.0,56
8659869.0,292
8659871.0,39
8659872.0,77
8659874.0,51
8659875.0,69
8659878.0,35
8659880.0,91
8659883.0,56
8659884.0,64
8659885.0,90
8659886.0,71
8659889.0,52
8659891.0,49
8659892.0,88
8659897.0,45
8659898.0,72
8659903.0,63
8659904.0,66
8659907.0,43
8659910.0,55
8659913.0,79
8659914.0,119
8659915.0,46
8659916.0,81
8659917.0,39
8659919.0,65
8659922.0,60
8659924.0,86
8659927.0,115
8659932.0,188
8659933.0,55
8659935.0,57
8659937.0,61
8659941.0,41
8659942.0,57
8659943.0,45
8659945.0,55
8659946.0,59
8659948.0,52
8659949.0,42
8659953.0,65
8659954.0,72
8659955.0,35
8659960.0,45
8659962.0,425
8659967.0,92
8659968.0,43
8659969.0,83
8659970.0,86
8659971.0,91
8659972.0,64
8659973.0,56
8659977.0,55
8659979.0,242
8659983.0,389
8659984.0,27
8659987.0,172
8659988.0,309
8659991.0,51
8659993.0,74
8659994.0,28
8659995.0,230
8659996.0,69
8659997.0,62
8660000.0,74
8660001.0,126
8660005.0,53
8660006.0,57
8660009.0,69
8666725.0,43
8660010.0,44
8660011.0,46
8660012.0,59
8660018.0,62
8660020.0,60
8660026.0,68
8660030.0,308
8660033.0,103
8660037.0,112
8660038.0,227
8660039.0,49
8660042.0,46
8660044.0,112
8660046.0,57
8660047.0,75
8660050.0,25
8660052.0,170
8660054.0,244
8660056.0,30
8660061.0,76
8660062.0,59
8660063.0,36
8660064.0,45
8660066.0,63
8660070.0,28
8660072.0,61
8660074.0,52
8660075.0,56
8660078.0,33
8660079.0,39
8660084.0,156
8660087.0,34
8660089.0,69
8660091.0,61
8660092.0,62
8660093.0,407
8660094.0,64
8660096.0,28
8660097.0,42
8660099.0,189
8660100.0,169
8660102.0,44
8660103.0,67
8660106.0,402
8660108.0,205
8660111.0,51
8660115.0,251
8660117.0,105
8660118.0,125
8660119.0,108
8660123.0,376
8660125.0,91
8660127.0,226
8660129.0,55
8660131.0,42
8660133.0,76
8666726.0,61
8666727.0,76
8666728.0,69
8660135.0,147
8660136.0,70
8660138.0,57
8660140.0,49
8660141.0,88
8660143.0,178
8660144.0,145
8660146.0,51
8660147.0,84
8660153.0,166
8660155.0,35
8660159.0,330
8660160.0,56
8660162.0,48
8660165.0,31
8660167.0,91
8660168.0,250
8660172.0,65
8660176.0,52
8660177.0,39
8660178.0,184
8660181.0,82
8660182.0,62
8660187.0,21
8660188.0,315
8660193.0,64
8660195.0,56
8660198.0,234
8660200.0,37
8660202.0,394
8660203.0,47
8660204.0,42
8660205.0,75
8660207.0,44
8660208.0,42
8660210.0,114
8660212.0,28
8660213.0,58
8666306.0,85
8666307.0,34
8666310.0,80
8666311.0,81
8666312.0,47
8660216.0,25
8660219.0,194
8660220.0,33
8660221.0,78
8660222.0,22
8660225.0,80
8660228.0,71
8660229.0,334
8660232.0,262
8660236.0,316
8660239.0,46
8660243.0,60
8660244.0,33
8666313.0,221
8666314.0,44
8660247.0,47
8660248.0,293
8660254.0,34
8660255.0,40
8660256.0,87
8660257.0,68
8660260.0,30
8660263.0,43
8660265.0,67
8660267.0,67
8660269.0,29
8660271.0,51
8660273.0,169
8660274.0,66
8660276.0,46
8660277.0,74
8660278.0,55
8666317.0,80
8666318.0,109
8666319.0,42
8666320.0,38
8666322.0,48
8660441.0,55
8660445.0,53
8660449.0,49
8660461.0,49
8660467.0,27
8660468.0,83
8660469.0,79
8660470.0,73
8660471.0,76
8660472.0,49
8660474.0,226
8666323.0,38
8660475.0,52
8660476.0,109
8660478.0,88
8666324.0,106
8660481.0,202
8660482.0,38
8660483.0,38
8660486.0,48
8666325.0,55
8660487.0,388
8660488.0,40
8660489.0,34
8660491.0,228
8660492.0,37
8660494.0,336
8660495.0,37
8660498.0,83
8660500.0,94
8660501.0,53
8660506.0,77
8660507.0,37
8660509.0,35
8666326.0,37
8660510.0,119
8660511.0,68
8666329.0,229
8660512.0,57
8660516.0,46
8660517.0,39
8660518.0,43
8660519.0,96
8660522.0,45
8660523.0,61
8660524.0,189
8660525.0,402
8660526.0,43
8660527.0,64
8660529.0,106
8660530.0,61
8660536.0,153
8660542.0,67
8660548.0,31
8660549.0,52
8660552.0,119
8660558.0,11
8660559.0,27
8660563.0,49
8660566.0,47
8660572.0,69
8660573.0,65
8660576.0,26
8660578.0,25
8660579.0,43
8660580.0,15
8660586.0,20
8660587.0,25
