departure_terminal,checkin_terminal,airline_grouped_hash,cco_hash,flt_hash,m_city_rus1,m_city_rus2,config,sum_bsm,t_st_year,t_st_month,t_st_day,t_st_hour,t_st_minute,t_st_second
0,1,28,28,279,0,46,189,53,2023,8,14,22,15,0
0,0,21,34,469,0,41,158,28,2023,8,14,22,15,0
0,0,21,34,59,0,69,183,30,2023,8,14,22,15,0
0,0,21,34,265,0,109,156,41,2023,8,7,0,5,0
0,0,21,34,169,0,25,158,100,2023,8,7,0,10,0
0,0,21,34,385,0,41,158,29,2023,8,7,0,10,0
1,1,34,34,71,0,83,158,84,2023,8,7,0,15,0
0,0,21,34,326,0,1,183,74,2023,8,7,0,15,0
0,1,28,28,47,0,34,189,46,2023,8,7,0,20,0
0,0,21,34,526,0,97,158,46,2023,8,7,0,25,0
1,1,22,25,371,0,19,189,160,2023,8,7,0,25,0
0,0,21,34,156,0,15,158,70,2023,8,7,0,30,0
0,0,16,16,209,0,66,189,120,2023,8,7,0,30,0
0,1,28,28,262,0,100,189,30,2023,8,7,0,35,0
0,0,21,34,104,0,70,158,36,2023,8,7,0,35,0
0,0,21,34,307,0,69,158,38,2023,8,7,0,40,0
0,0,21,34,462,0,77,402,344,2023,8,7,1,10,0
0,1,28,28,584,0,75,189,27,2023,8,7,0,40,0
0,0,21,34,172,0,100,140,26,2023,8,7,0,45,0
1,1,35,35,67,0,35,131,104,2023,8,7,0,45,0
0,0,22,25,48,0,70,220,107,2023,8,7,0,50,0
0,0,21,34,458,0,84,196,33,2023,8,7,0,50,0
1,1,17,17,316,0,32,254,221,2023,8,7,0,50,0
0,0,21,34,250,0,34,87,17,2023,8,7,0,55,0
1,1,8,8,438,0,107,306,58,2023,8,7,0,55,0
0,0,21,34,192,0,104,158,86,2023,8,7,1,0,0
0,0,21,34,414,0,50,183,64,2023,8,7,1,0,0
0,0,21,34,295,0,66,183,77,2023,8,7,1,5,0
0,0,21,34,339,0,57,87,45,2023,8,7,1,5,0
1,1,34,34,245,0,72,196,191,2023,8,7,1,5,0
1,1,29,29,187,0,8,312,210,2023,8,7,1,0,0
1,1,29,29,321,0,8,240,168,2023,8,7,0,40,0
0,0,21,34,470,0,22,296,210,2023,8,7,1,20,0
0,0,21,34,359,0,39,158,82,2023,8,7,1,25,0
0,0,21,34,87,0,84,158,21,2023,8,7,1,30,0
0,0,21,34,332,0,97,87,22,2023,8,7,1,30,0
0,0,21,34,38,0,92,158,58,2023,8,7,1,35,0
0,0,21,34,440,0,96,158,48,2023,8,7,1,50,0
0,0,21,34,511,0,63,158,64,2023,8,7,1,50,0
0,0,21,34,283,0,75,158,38,2023,8,7,1,50,0
0,0,21,34,423,0,71,87,11,2023,8,7,2,0,0
0,0,21,34,542,0,34,140,45,2023,8,7,2,5,0
0,0,21,34,106,0,89,183,68,2023,8,7,2,10,0
1,1,6,6,41,0,16,138,128,2023,8,7,2,10,0
1,1,34,34,532,0,8,402,234,2023,8,7,2,20,0
0,0,21,34,150,0,67,158,102,2023,8,7,2,20,0
0,0,16,16,211,0,34,189,70,2023,8,7,2,30,0
1,1,4,4,151,0,8,189,140,2023,8,7,2,45,0
1,1,34,34,334,0,95,158,52,2023,8,7,2,55,0
1,1,31,31,353,0,5,112,105,2023,8,7,4,10,0
0,0,21,34,502,0,89,183,81,2023,8,7,4,55,0
0,1,28,28,366,0,41,189,21,2023,8,7,5,30,0
0,0,21,34,430,0,89,183,68,2023,8,7,5,30,0
1,1,20,20,136,0,35,220,94,2023,8,7,5,50,0
0,0,21,34,365,0,84,170,22,2023,8,7,6,0,0
0,0,21,34,444,0,61,87,13,2023,8,7,6,0,0
0,0,21,34,72,0,82,170,25,2023,8,7,6,15,0
0,0,21,34,42,0,89,158,76,2023,8,7,6,20,0
0,0,21,34,468,0,89,196,83,2023,8,7,6,25,0
0,0,21,34,418,0,66,158,68,2023,8,7,6,25,0
0,0,21,34,52,0,92,87,35,2023,8,7,6,30,0
0,0,21,34,441,0,70,87,16,2023,8,7,6,30,0
0,0,21,34,584,0,90,87,38,2023,8,7,6,35,0
0,0,21,34,518,0,100,158,40,2023,8,7,6,35,0
0,0,21,34,27,0,24,87,19,2023,8,7,6,50,0
0,0,21,34,410,0,44,183,130,2023,8,7,6,45,0
0,0,21,34,499,0,34,87,18,2023,8,7,6,45,0
0,0,21,34,477,0,41,158,25,2023,8,7,6,55,0
0,0,21,34,592,0,64,87,18,2023,8,7,6,55,0
0,0,21,34,217,0,84,170,31,2023,8,7,7,0,0
0,0,21,34,49,0,109,183,37,2023,8,7,7,0,0
0,1,28,28,26,0,11,189,57,2023,8,7,7,0,0
0,0,21,34,127,0,93,156,41,2023,8,7,7,5,0
0,0,21,34,204,0,60,87,31,2023,8,7,7,10,0
0,0,21,34,84,0,44,183,120,2023,8,7,7,10,0
1,1,34,34,85,0,38,158,73,2023,8,7,7,15,0
0,0,21,34,305,0,89,158,92,2023,8,7,7,15,0
1,1,22,25,310,0,43,440,350,2023,8,7,7,15,0
0,0,21,34,426,0,39,158,88,2023,8,7,7,20,0
0,0,21,34,275,0,24,158,38,2023,8,7,7,30,0
0,1,28,28,92,0,52,189,56,2023,8,7,7,30,0
1,1,34,34,165,0,18,158,108,2023,8,7,7,35,0
0,1,28,28,362,0,24,189,44,2023,8,7,7,35,0
0,0,21,34,570,0,56,158,60,2023,8,7,7,50,0
1,1,34,34,369,0,35,158,58,2023,8,7,7,45,0
0,0,21,34,94,0,37,158,26,2023,8,7,7,40,0
0,1,28,28,443,0,90,189,63,2023,8,7,7,45,0
0,0,21,34,105,0,11,140,57,2023,8,7,7,45,0
1,1,34,34,489,0,33,158,89,2023,8,7,7,50,0
1,1,34,34,100,0,8,402,240,2023,8,7,7,50,0
0,0,21,34,512,0,67,156,79,2023,8,7,7,55,0
0,1,28,28,429,0,108,189,31,2023,8,7,7,55,0
0,0,21,34,290,0,44,183,124,2023,8,7,8,0,0
0,0,22,25,395,0,56,189,88,2023,8,7,8,0,0
0,1,28,28,409,0,44,189,80,2023,8,7,8,0,0
0,0,21,34,125,0,100,87,37,2023,8,7,8,0,0
0,1,28,28,237,0,47,189,80,2023,8,7,8,5,0
1,1,34,34,467,0,17,296,250,2023,8,7,8,5,0
0,0,21,34,191,0,65,183,46,2023,8,14,22,20,0
0,0,21,34,35,0,99,158,44,2023,8,14,22,20,0
0,0,21,34,402,0,103,402,331,2023,8,14,22,25,0
0,0,21,34,509,0,37,87,28,2023,8,14,22,30,0
0,1,28,28,348,0,50,189,74,2023,8,14,22,30,0
0,0,21,34,138,0,82,158,24,2023,8,14,22,35,0
0,0,21,34,25,0,93,158,77,2023,8,14,22,40,0
0,0,21,34,343,0,22,316,260,2023,8,14,22,40,0
0,0,21,34,535,0,63,183,111,2023,8,14,22,45,0
0,0,21,34,472,0,46,183,56,2023,8,14,22,45,0
0,0,21,34,393,0,44,158,89,2023,8,14,22,50,0
0,0,21,34,248,0,116,457,381,2023,8,14,23,5,0
0,0,21,34,373,0,24,158,51,2023,8,14,23,10,0
0,0,21,34,544,0,84,87,14,2023,8,14,23,10,0
0,0,21,34,525,0,60,87,43,2023,8,14,23,15,0
0,0,21,34,481,0,96,170,92,2023,8,14,23,15,0
0,0,21,34,301,0,84,87,16,2023,8,14,23,15,0
0,1,28,28,320,0,109,189,48,2023,8,14,23,20,0
1,1,0,0,272,0,55,230,294,2023,8,14,23,25,0
0,0,22,25,135,0,70,189,21,2023,8,14,23,30,0
1,1,34,34,66,0,91,158,67,2023,8,14,23,30,0
0,0,21,34,201,0,84,87,22,2023,8,14,23,35,0
0,1,28,28,254,0,100,189,46,2023,8,14,23,35,0
0,0,21,34,292,0,97,183,64,2023,8,14,23,40,0
0,1,28,28,474,0,92,189,62,2023,8,14,23,40,0
0,0,21,34,527,0,34,87,37,2023,8,14,23,45,0
0,1,28,28,322,0,66,189,67,2023,8,14,23,50,0
0,0,21,34,514,0,56,158,36,2023,8,14,23,50,0
1,1,34,34,534,0,10,158,56,2023,8,14,23,40,0
0,0,21,34,453,0,61,87,26,2023,8,14,23,55,0
1,1,34,34,503,0,58,140,35,2023,8,14,23,55,0
0,0,21,34,285,0,50,156,89,2023,8,14,23,55,0
0,0,21,34,75,0,44,183,116,2023,8,14,16,40,0
0,0,22,25,407,0,70,189,50,2023,8,14,16,40,0
0,0,21,34,99,0,109,158,64,2023,8,14,16,40,0
1,1,34,34,587,0,91,158,81,2023,8,14,16,45,0
0,1,28,28,308,0,44,189,85,2023,8,14,16,45,0
0,0,21,34,361,0,37,87,30,2023,8,14,16,50,0
0,0,16,16,497,0,82,189,76,2023,8,14,16,50,0
0,0,21,34,478,0,82,196,65,2023,8,14,16,55,0
0,0,21,34,487,0,22,316,222,2023,8,14,17,0,0
0,0,21,34,341,0,116,457,411,2023,8,14,17,5,0
0,0,21,34,50,0,84,87,51,2023,8,14,17,10,0
0,0,21,34,231,0,103,402,313,2023,8,14,17,15,0
0,0,21,34,1,0,84,87,51,2023,8,14,17,15,0
0,0,16,16,251,0,84,189,84,2023,8,14,17,20,0
0,0,22,25,111,0,41,189,82,2023,8,14,17,20,0
1,1,17,17,153,0,32,254,221,2023,8,14,17,25,0
0,0,21,34,569,0,39,158,93,2023,8,14,17,25,0
0,0,21,34,473,0,89,170,95,2023,8,14,17,25,0
0,0,21,34,377,0,57,183,78,2023,8,14,17,30,0
0,0,21,34,545,0,24,87,47,2023,8,14,17,35,0
0,0,21,34,299,0,34,158,38,2023,8,14,17,35,0
0,0,21,34,580,0,75,158,44,2023,8,14,17,40,0
0,1,28,28,449,0,84,189,31,2023,8,14,17,40,0
0,0,21,34,562,0,74,158,33,2023,8,21,9,25,0
0,0,21,34,566,0,84,87,24,2023,8,15,10,25,0
1,1,34,34,557,0,91,170,71,2023,8,15,10,30,0
0,0,21,34,560,0,57,183,87,2023,8,15,10,30,0
1,1,34,34,177,0,13,158,56,2023,8,15,10,30,0
0,0,16,16,17,0,60,189,170,2023,8,15,10,35,0
0,0,22,25,420,0,89,440,296,2023,8,15,10,35,0
0,0,21,34,33,0,84,158,35,2023,8,15,10,40,0
0,0,21,34,98,0,71,158,43,2023,8,15,10,40,0
0,0,21,34,166,0,60,87,42,2023,8,15,10,45,0
0,0,21,34,142,0,89,196,88,2023,8,15,10,45,0
0,0,21,34,182,0,99,87,31,2023,8,15,10,50,0
0,0,21,34,559,0,37,87,30,2023,8,15,10,50,0
0,0,21,34,354,0,109,158,35,2023,8,15,10,50,0
0,1,28,28,412,0,89,189,105,2023,8,15,10,55,0
1,1,34,34,415,0,29,158,106,2023,8,15,10,55,0
0,0,21,34,297,0,75,87,17,2023,8,15,11,0,0
0,1,28,28,190,0,44,189,92,2023,8,15,11,0,0
0,0,21,34,318,0,100,158,38,2023,8,15,11,5,0
1,1,14,14,445,0,6,189,329,2023,8,15,11,5,0
0,0,21,34,411,0,90,158,48,2023,8,15,11,20,0
0,0,16,16,175,0,84,189,82,2023,8,15,11,25,0
0,0,21,34,208,0,89,158,55,2023,8,15,11,30,0
0,0,21,34,77,0,82,158,41,2023,8,15,11,25,0
0,0,21,34,491,0,97,158,44,2023,8,15,11,30,0
0,0,21,34,123,0,84,87,28,2023,8,15,11,35,0
1,1,32,32,302,0,2,290,249,2023,8,15,11,40,0
0,0,21,34,324,0,9,158,60,2023,8,15,11,45,0
1,1,34,34,363,0,8,296,128,2023,8,15,11,35,0
0,0,21,34,97,0,34,156,56,2023,8,15,11,50,0
0,0,21,34,139,0,70,158,66,2023,8,15,11,55,0
1,1,34,34,233,0,4,158,81,2023,8,15,12,0,0
0,0,21,34,232,0,84,87,22,2023,8,15,12,0,0
0,0,21,34,550,0,44,183,132,2023,8,15,12,5,0
0,0,21,34,492,0,11,87,29,2023,8,15,12,5,0
0,0,21,34,265,0,109,158,98,2023,8,15,0,5,0
1,1,34,34,368,0,10,158,57,2023,8,15,11,55,0
0,0,21,34,500,0,60,87,48,2023,8,15,12,20,0
0,1,28,28,449,0,84,189,41,2023,8,15,12,20,0
0,0,21,34,289,0,84,158,34,2023,8,15,12,25,0
0,0,21,34,476,0,89,196,117,2023,8,15,12,35,0
1,1,14,14,519,0,10,189,118,2023,8,15,12,35,0
0,0,27,27,114,0,101,100,53,2023,8,15,12,40,0
0,1,28,28,329,0,62,189,79,2023,8,15,12,40,0
0,0,27,27,73,0,9,50,35,2023,8,15,12,45,0
1,1,11,11,227,0,114,202,166,2023,8,15,0,5,0
0,0,21,34,581,0,41,158,50,2023,8,15,12,55,0
1,1,29,29,583,0,8,312,214,2023,8,15,13,0,0
0,0,21,34,207,0,57,158,58,2023,8,15,13,5,0
0,0,21,34,406,0,89,156,60,2023,8,15,13,25,0
0,1,28,28,57,0,44,189,78,2023,8,15,13,25,0
0,0,21,34,7,0,34,87,26,2023,8,15,13,25,0
0,0,21,34,143,0,84,87,31,2023,8,15,13,35,0
0,0,21,34,591,0,44,183,111,2023,8,15,13,35,0
0,0,21,34,551,0,90,140,61,2023,8,15,13,40,0
0,0,21,34,390,0,82,183,71,2023,8,15,13,40,0
1,1,34,34,306,0,8,296,166,2023,8,15,13,40,0
0,0,21,34,375,0,84,87,35,2023,8,15,13,50,0
0,0,21,34,256,0,34,158,49,2023,8,15,13,55,0
0,0,21,34,169,0,25,158,91,2023,8,15,0,10,0
0,0,21,34,203,0,97,87,29,2023,8,15,14,0,0
0,0,21,34,36,0,109,183,42,2023,8,15,14,0,0
0,1,28,28,408,0,86,189,35,2023,8,15,14,5,0
0,0,21,34,401,0,84,87,32,2023,8,15,14,10,0
0,0,21,34,5,0,44,183,117,2023,8,15,14,15,0
0,0,21,34,220,0,89,183,82,2023,8,15,14,20,0
0,0,21,34,432,0,99,87,43,2023,8,15,14,20,0
0,1,28,28,293,0,24,189,53,2023,8,15,14,20,0
0,0,21,34,536,0,100,158,48,2023,8,15,14,25,0
0,0,21,34,404,0,84,158,60,2023,8,15,14,25,0
0,0,21,34,152,0,89,183,92,2023,8,15,14,30,0
0,0,21,34,437,0,56,158,69,2023,8,15,14,35,0
1,1,34,34,145,0,13,158,41,2023,8,15,14,40,0
0,0,21,34,45,0,64,158,21,2023,8,15,14,40,0
1,1,34,34,223,0,58,158,95,2023,8,15,15,0,0
0,0,21,34,568,0,24,158,77,2023,8,15,14,45,0
0,0,22,25,111,0,41,189,145,2023,8,15,14,45,0
1,1,34,34,197,0,35,158,100,2023,8,15,15,0,0
0,0,21,34,277,0,57,170,81,2023,8,15,15,5,0
0,0,21,34,280,0,41,158,40,2023,8,15,15,5,0
0,0,21,34,563,0,44,183,90,2023,8,15,15,5,0
0,0,21,34,380,0,90,87,55,2023,8,15,15,10,0
0,0,21,34,118,0,61,158,38,2023,8,15,15,10,0
0,0,21,34,452,0,60,140,81,2023,8,15,15,10,0
0,0,21,34,513,0,75,140,35,2023,8,15,15,15,0
0,0,21,34,60,0,34,158,68,2023,8,15,15,20,0
0,0,21,34,385,0,41,140,35,2023,8,15,0,10,0
0,0,21,34,311,0,84,183,66,2023,8,15,15,20,0
0,0,21,34,328,0,84,158,55,2023,8,15,15,30,0
0,0,21,34,384,0,22,373,261,2023,8,15,15,40,0
0,0,21,34,188,0,56,158,55,2023,8,15,15,40,0
0,0,21,34,259,0,34,158,43,2023,8,15,15,45,0
0,0,21,34,90,0,100,158,53,2023,8,15,15,50,0
0,0,21,34,176,0,11,87,30,2023,8,15,15,50,0
0,1,28,28,179,0,84,189,30,2023,8,15,15,55,0
0,0,21,34,134,0,57,158,44,2023,8,15,16,0,0
0,0,21,34,124,0,11,158,51,2023,8,15,16,0,0
0,0,21,34,325,0,86,140,37,2023,8,15,16,5,0
0,0,21,34,206,0,41,158,44,2023,8,15,16,5,0
0,1,28,28,577,0,108,189,54,2023,8,15,16,10,0
0,0,21,34,180,0,89,158,66,2023,8,15,16,15,0
0,0,21,34,338,0,64,158,48,2023,8,15,16,20,0
0,0,21,34,590,0,84,87,34,2023,8,15,16,25,0
0,0,21,34,75,0,44,183,120,2023,8,15,16,30,0
0,0,21,34,330,0,77,402,361,2023,8,15,16,35,0
0,0,22,25,407,0,70,220,50,2023,8,15,16,40,0
0,0,16,16,196,0,89,189,222,2023,8,15,16,40,0
0,0,21,34,99,0,109,158,40,2023,8,15,16,40,0
1,1,34,34,587,0,91,158,74,2023,8,15,16,45,0
0,1,28,28,308,0,44,189,113,2023,8,15,16,45,0
0,0,21,34,361,0,37,87,32,2023,8,15,16,50,0
0,0,21,34,268,0,56,158,51,2023,8,15,16,50,0
0,0,21,34,453,0,61,87,15,2023,8,15,23,55,0
0,0,21,34,478,0,82,196,66,2023,8,15,16,55,0
0,0,21,34,285,0,50,156,62,2023,8,15,23,55,0
0,0,22,25,255,0,44,189,117,2023,8,15,17,0,0
0,0,21,34,341,0,116,373,331,2023,8,15,17,5,0
1,1,34,34,503,0,58,140,39,2023,8,15,23,55,0
0,0,21,34,487,0,22,316,228,2023,8,15,17,10,0
0,0,21,34,50,0,84,87,53,2023,8,15,17,10,0
0,1,28,28,322,0,66,189,80,2023,8,15,23,50,0
0,0,21,34,231,0,103,402,320,2023,8,15,17,15,0
1,1,30,30,253,0,73,298,154,2023,8,15,17,15,0
0,0,16,16,251,0,84,148,74,2023,8,15,17,20,0
0,0,21,34,514,0,56,158,56,2023,8,15,23,50,0
1,1,34,34,346,0,13,158,61,2023,8,15,21,25,0
0,0,21,34,1,0,84,87,46,2023,8,15,17,25,0
1,1,34,34,534,0,10,158,43,2023,8,15,23,40,0
0,0,21,34,569,0,39,158,71,2023,8,15,17,25,0
0,0,21,34,473,0,89,158,89,2023,8,15,17,30,0
0,0,21,34,377,0,57,183,82,2023,8,15,17,30,0
0,0,22,25,135,0,70,220,41,2023,8,15,23,45,0
0,0,21,34,299,0,34,183,31,2023,8,15,17,35,0
0,0,21,34,545,0,24,87,47,2023,8,15,17,35,0
0,0,21,34,580,0,75,158,51,2023,8,15,17,40,0
0,0,21,34,312,0,100,87,39,2023,8,15,17,45,0
0,1,28,28,121,0,57,189,50,2023,8,15,17,45,0
0,1,28,28,585,0,60,189,105,2023,8,15,17,50,0
0,0,21,34,527,0,34,87,25,2023,8,15,23,45,0
0,0,21,34,565,0,60,158,101,2023,8,15,17,55,0
0,0,21,34,352,0,70,183,73,2023,8,15,17,55,0
0,0,21,34,574,0,84,158,66,2023,8,15,18,0,0
0,0,21,34,292,0,97,183,72,2023,8,15,23,40,0
0,1,28,28,474,0,92,189,70,2023,8,15,23,40,0
0,1,28,28,553,0,89,189,72,2023,8,15,18,5,0
0,0,21,34,201,0,84,87,18,2023,8,15,23,35,0
0,1,28,28,254,0,100,189,46,2023,8,15,23,35,0
1,1,34,34,464,0,35,158,96,2023,8,15,18,20,0
1,1,34,34,66,0,91,158,99,2023,8,15,23,30,0
0,0,21,34,586,0,103,402,327,2023,8,15,18,20,0
0,0,21,34,403,0,22,316,254,2023,8,15,18,25,0
1,1,34,34,450,0,33,158,90,2023,8,15,18,25,0
0,1,28,28,320,0,109,189,59,2023,8,15,23,20,0
1,1,24,22,225,0,73,286,334,2023,8,15,18,30,0
0,0,21,34,347,0,61,87,28,2023,8,15,18,30,0
0,0,21,34,525,0,60,87,44,2023,8,15,23,15,0
0,0,21,34,357,0,44,183,122,2023,8,15,18,35,0
1,1,34,34,249,0,58,158,80,2023,8,15,18,35,0
0,1,28,28,140,0,56,189,53,2023,8,15,18,35,0
0,0,27,27,14,0,110,93,29,2023,8,15,18,35,0
0,0,21,34,301,0,84,87,30,2023,8,15,23,15,0
0,0,21,34,481,0,96,183,59,2023,8,15,23,15,0
1,1,12,12,531,0,73,301,188,2023,8,15,18,45,0
0,0,21,34,425,0,84,87,35,2023,8,15,18,45,0
0,0,16,16,226,0,98,189,186,2023,8,15,18,50,0
0,0,21,34,373,0,24,158,42,2023,8,15,23,10,0
0,0,21,34,248,0,116,457,400,2023,8,15,23,5,0
1,1,34,34,508,0,79,402,263,2023,8,15,18,50,0
0,0,21,34,303,0,24,87,30,2023,8,15,18,55,0
0,0,21,34,314,0,84,87,26,2023,8,15,19,0,0
0,0,21,34,393,0,44,158,100,2023,8,15,22,50,0
0,0,21,34,112,0,34,158,36,2023,8,15,19,5,0
0,1,28,28,267,0,89,189,71,2023,8,15,19,10,0
0,0,21,34,397,0,82,158,28,2023,8,15,19,15,0
0,1,28,28,436,0,24,189,38,2023,8,15,19,15,0
0,0,21,34,22,0,109,158,27,2023,8,15,19,20,0
0,0,21,34,535,0,63,183,100,2023,8,15,22,45,0
0,0,21,34,472,0,46,196,72,2023,8,15,22,45,0
1,1,30,30,517,0,113,298,214,2023,8,15,19,25,0
0,0,21,34,343,0,22,316,254,2023,8,15,22,40,0
0,0,21,34,351,0,93,87,47,2023,8,15,22,40,0
0,0,21,34,138,0,82,158,44,2023,8,15,22,35,0
0,0,21,34,261,0,86,87,32,2023,8,15,19,30,0
0,0,21,34,398,0,41,158,55,2023,8,15,19,30,0
0,0,21,34,323,0,89,158,95,2023,8,15,19,35,0
1,1,20,20,263,0,35,220,104,2023,8,15,19,35,0
0,1,28,28,348,0,50,189,103,2023,8,15,22,30,0
0,0,21,34,194,0,84,87,19,2023,8,15,19,40,0
0,0,21,34,88,0,60,87,54,2023,8,15,19,40,0
0,0,21,34,198,0,57,158,31,2023,8,15,19,40,0
0,0,21,34,509,0,37,87,26,2023,8,15,22,30,0
1,1,34,34,495,0,95,402,186,2023,8,15,19,45,0
1,1,17,17,153,0,32,254,215,2023,8,15,17,25,0
0,0,21,34,160,0,92,183,127,2023,8,15,21,45,0
0,0,21,34,447,0,34,158,45,2023,8,15,21,30,0
0,0,21,34,459,0,84,158,25,2023,8,15,21,30,0
1,1,34,34,529,0,17,183,168,2023,8,15,21,35,0
1,1,34,34,71,0,83,158,85,2023,8,15,0,15,0
0,0,21,34,326,0,1,183,91,2023,8,15,0,10,0
0,1,28,28,47,0,34,189,41,2023,8,15,0,20,0
1,1,22,25,371,0,19,189,173,2023,8,15,0,25,0
0,0,21,34,526,0,97,158,47,2023,8,15,0,25,0
0,0,21,34,156,0,15,158,75,2023,8,15,0,30,0
0,0,16,16,39,0,96,189,176,2023,8,15,0,30,0
0,1,28,28,262,0,100,189,47,2023,8,15,0,35,0
0,0,21,34,104,0,70,158,41,2023,8,15,0,35,0
0,0,21,34,307,0,69,158,39,2023,8,15,0,40,0
0,1,28,28,584,0,75,189,33,2023,8,15,0,40,0
0,0,21,34,172,0,100,140,27,2023,8,15,0,45,0
1,1,35,35,537,0,35,131,115,2023,8,15,0,45,0
0,0,21,34,458,0,84,158,38,2023,8,15,0,50,0
1,1,17,17,316,0,32,254,210,2023,8,15,0,50,0
0,0,21,34,250,0,34,87,20,2023,8,15,0,55,0
0,0,21,34,192,0,104,183,99,2023,8,15,1,0,0
0,0,21,34,414,0,50,183,99,2023,8,15,1,0,0
1,1,29,29,187,0,8,240,168,2023,8,15,1,0,0
0,0,21,34,295,0,66,158,50,2023,8,15,1,5,0
1,1,7,7,422,0,40,142,68,2023,8,15,1,5,0
0,0,21,34,470,0,22,296,218,2023,8,15,1,20,0
0,0,21,34,359,0,39,158,78,2023,8,15,1,25,0
0,0,21,34,332,0,97,87,16,2023,8,15,1,30,0
0,0,21,34,87,0,84,158,38,2023,8,15,1,30,0
0,0,21,34,38,0,92,183,89,2023,8,15,1,35,0
1,1,34,34,504,0,12,158,61,2023,8,15,1,35,0
0,0,21,34,440,0,96,158,81,2023,8,15,1,50,0
0,0,21,34,511,0,63,183,126,2023,8,15,1,50,0
0,0,21,34,283,0,75,158,33,2023,8,15,1,50,0
0,0,21,34,423,0,71,87,23,2023,8,15,2,0,0
1,1,34,34,44,0,45,158,57,2023,8,15,2,0,0
0,0,21,34,542,0,34,140,52,2023,8,15,2,5,0
0,0,21,34,106,0,89,196,77,2023,8,15,2,10,0
0,0,21,34,150,0,67,158,85,2023,8,15,2,30,0
1,1,34,34,532,0,8,427,250,2023,8,15,2,35,0
1,1,4,4,394,0,8,189,137,2023,8,15,2,45,0
0,0,16,16,506,0,24,189,52,2023,8,15,3,20,0
1,1,6,6,435,0,16,138,133,2023,8,15,4,30,0
0,0,21,34,502,0,89,183,72,2023,8,15,4,55,0
0,0,21,34,430,0,89,158,48,2023,8,15,5,30,0
0,1,28,28,366,0,41,189,31,2023,8,15,5,30,0
0,0,21,34,365,0,84,158,28,2023,8,15,6,0,0
0,0,21,34,444,0,61,87,8,2023,8,15,6,0,0
0,0,21,34,72,0,82,158,23,2023,8,15,6,15,0
0,0,21,34,42,0,89,158,51,2023,8,15,6,15,0
0,0,21,34,418,0,66,158,39,2023,8,15,6,20,0
0,0,21,34,468,0,89,196,88,2023,8,15,6,25,0
0,0,21,34,475,0,60,158,70,2023,8,15,22,55,0
0,0,21,34,287,0,11,158,51,2023,8,15,9,30,0
0,0,21,34,441,0,70,87,23,2023,8,15,6,30,0
0,0,21,34,52,0,92,87,28,2023,8,15,6,30,0
0,0,21,34,518,0,100,140,27,2023,8,15,6,35,0
1,1,22,24,417,0,114,440,311,2023,8,15,10,5,0
0,0,21,34,327,0,92,158,58,2023,8,15,15,0,0
0,0,21,34,410,0,44,183,128,2023,8,15,6,45,0
0,0,21,34,499,0,34,87,30,2023,8,15,6,45,0
0,0,21,34,27,0,24,87,21,2023,8,15,6,50,0
0,0,22,25,263,0,44,189,87,2023,8,15,6,55,0
0,0,21,34,477,0,41,158,27,2023,8,15,6,55,0
0,0,21,34,592,0,64,87,12,2023,8,15,6,55,0
0,0,21,34,217,0,84,158,20,2023,8,15,7,0,0
0,0,21,34,49,0,109,158,35,2023,8,15,7,0,0
0,1,28,28,26,0,11,189,55,2023,8,15,7,0,0
0,1,28,28,92,0,52,189,56,2023,8,15,7,0,0
0,0,21,34,127,0,93,156,56,2023,8,15,7,5,0
0,0,21,34,204,0,60,87,42,2023,8,15,7,10,0
0,0,21,34,84,0,44,183,102,2023,8,15,7,10,0
0,0,21,34,305,0,89,158,86,2023,8,15,7,15,0
0,0,21,34,426,0,39,158,74,2023,8,15,7,20,0
0,1,28,28,429,0,108,189,33,2023,8,15,7,20,0
0,1,28,28,31,0,89,189,89,2023,8,15,7,20,0
0,0,21,34,275,0,24,158,28,2023,8,15,7,30,0
1,1,34,34,165,0,18,158,118,2023,8,15,7,35,0
0,1,28,28,362,0,24,189,34,2023,8,15,7,35,0
0,1,28,28,558,0,23,189,91,2023,8,15,7,35,0
0,0,21,34,94,0,37,158,40,2023,8,15,7,40,0
1,1,34,34,100,0,8,402,212,2023,8,15,7,45,0
0,0,21,34,105,0,11,158,62,2023,8,15,7,45,0
0,0,21,34,570,0,56,158,58,2023,8,15,7,50,0
1,1,34,34,489,0,33,158,93,2023,8,15,7,50,0
0,0,21,34,512,0,67,183,75,2023,8,15,7,55,0
1,1,34,34,467,0,17,183,142,2023,8,15,7,55,0
1,1,34,34,400,0,3,170,94,2023,8,15,7,55,0
0,1,28,28,409,0,44,189,77,2023,8,15,8,0,0
0,0,21,34,125,0,100,87,18,2023,8,15,8,0,0
0,0,21,34,290,0,44,183,112,2023,8,15,8,0,0
0,0,22,25,395,0,56,189,65,2023,8,15,8,0,0
0,1,28,28,237,0,47,189,39,2023,8,15,8,5,0
0,0,21,34,239,0,57,183,75,2023,8,15,8,5,0
0,1,28,28,95,0,41,189,26,2023,8,15,8,10,0
1,1,34,34,369,0,35,158,77,2023,8,15,8,10,0
0,0,21,34,65,0,41,140,13,2023,8,15,8,15,0
0,1,28,28,205,0,109,189,46,2023,8,15,8,15,0
1,1,34,34,578,0,106,402,239,2023,8,15,8,15,0
0,0,21,34,575,0,82,158,27,2023,8,15,8,20,0
0,1,28,28,443,0,90,189,49,2023,8,15,8,20,0
0,0,21,34,421,0,84,87,15,2023,8,15,8,20,0
